id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1403373427105353735,1403372668787830787,2021-06-11 12:27:53 Hora oficial do Brasil,2021-06-11,12:27:53,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Amazonas: reativadas 3 linhas aéreas em Coari, Lábrea e Maués via Azul Linhas Aéreas e adicionadas mais 8 cidades com voos regulares à malha nacional. O @govbr já investiu R$ 1,4 bilhões em infraestrutura voltada à aviação regional desde 2019. @MInfraestrutura @tarcisiogdf  https://t.co/g1hlAfNsqp",pt,"[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}, {'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}]",[],['https://pbs.twimg.com/media/E3nIsKmXMAcoeSo.jpg'],141,1253,6902,[],[],https://twitter.com/jairbolsonaro/status/1403373427105353735,FALSE,,1,https://pbs.twimg.com/media/E3nIsKmXMAcoeSo.jpg,,,,,,,[],,,,
1403372668787830787,1403372668787830787,2021-06-11 12:24:52 Hora oficial do Brasil,2021-06-11,12:24:52,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"-O transporte de cargas pelas ferrovias teve crescimento de 5% em abril de 2021, na comparação com o mesmo mês do ano passado. ⠀ -O crescimento é justificado pela retomada de fluxos e de investimentos em segurança, via permanente e operação ferroviária. @tarcisiogdf @govbr  https://t.co/mZLdtclw9A",pt,"[{'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]",[],['https://pbs.twimg.com/media/E3nIAAQWYAE3B5w.jpg'],615,3457,17961,[],[],https://twitter.com/jairbolsonaro/status/1403372668787830787,FALSE,,1,https://pbs.twimg.com/media/E3nIAAQWYAE3B5w.jpg,,,,,,,[],,,,
1403288357858390018,1403288178539237376,2021-06-11 06:49:51 Hora oficial do Brasil,2021-06-11,06:49:51,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Mais informações sobre outras muitas ações diárias que estão rendendo prejuízos milionários ao crime organizado nas redes sociais da @PRFBrasil .  @JusticaGovBR @andersongtorres,pt,"[{'screen_name': 'prfbrasil', 'name': 'prf brasil', 'id': '1208570756'}, {'screen_name': 'justicagovbr', 'name': 'ministério da justiça e segurança pública', 'id': '68810711'}, {'screen_name': 'andersongtorres', 'name': 'anderson torres', 'id': '1108101424699899904'}]",[],[],259,1249,8643,[],[],https://twitter.com/jairbolsonaro/status/1403288357858390018,FALSE,,0,,,,,,,,[],,,,
1403288178539237376,1403288178539237376,2021-06-11 06:49:08 Hora oficial do Brasil,2021-06-11,06:49:08,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Mais sobre o combate ao tráfico de drogas em 2 momentos nos últimos dias:  1- Policia Rodoviária Federal em Várzea Grande/MT apreende mais de 100 Kg de Cocaína em Carreta.  2- Em Barra do Garças/MT foram mais meia tonelada de cocaína apreendidas.  https://t.co/BkxERMM4sQ,pt,[],[],['https://pbs.twimg.com/media/E3l7KHPXMAcSwb4.jpg'],1149,3879,21272,[],[],https://twitter.com/jairbolsonaro/status/1403288178539237376,FALSE,,1,https://pbs.twimg.com/media/E3l7KHPXMAcSwb4.jpg,,,,,,,[],,,,
1403110061128536070,1403110061128536070,2021-06-10 19:01:21 Hora oficial do Brasil,2021-06-10,19:01:21,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,. Live de quinta-feira (10/06/2021) - PR Jair Bolsonaro.  https://t.co/gp6BamDD8E,pt,[],['https://youtu.be/i-98dIyfYxo'],[],1623,2665,14021,[],[],https://twitter.com/jairbolsonaro/status/1403110061128536070,FALSE,,0,,,,,,,,[],,,,
1402970334354157568,1402611417522507780,2021-06-10 09:46:08 Hora oficial do Brasil,2021-06-10,09:46:08,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,@secomvc 🤝🇧🇷,und,[],[],[],179,353,5813,[],[],https://twitter.com/jairbolsonaro/status/1402970334354157568,FALSE,,0,,,,,,,,"[{'screen_name': 'secomvc', 'name': 'SecomVc', 'id': '1158389772920020993'}]",,,,
1402933145960321025,1402932801587056643,2021-06-10 07:18:21 Hora oficial do Brasil,2021-06-10,07:18:21,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- A distribuição será realizada a partir desta quarta-feira (9) para 19 estados e Distrito Federal. O restante dos estados irá receber as novas remessas nas primeiras horas da madrugada desta quinta (10).,pt,[],[],[],299,1211,7917,[],[],https://twitter.com/jairbolsonaro/status/1402933145960321025,FALSE,,0,,,,,,,,[],,,,
1402933080474652674,1402932801587056643,2021-06-10 07:18:06 Hora oficial do Brasil,2021-06-10,07:18:06,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- O @minsaude prepara o envio de mais 4,04 milhões de doses da vacina Covid-19 da AstraZeneca/Oxford/Fiocruz. A previsão é de que, em menos de 24 horas, todas as capitais tenham recebido as vacinas.  https://t.co/hgBCie0o8v",pt,"[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]",[],['https://pbs.twimg.com/media/E3g4M0KX0AYQ4Cw.jpg'],426,1476,8499,[],[],https://twitter.com/jairbolsonaro/status/1402933080474652674,FALSE,,1,https://pbs.twimg.com/media/E3g4M0KX0AYQ4Cw.jpg,,,,,,,[],,,,
1402932907707187206,1402932801587056643,2021-06-10 07:17:25 Hora oficial do Brasil,2021-06-10,07:17:25,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Mais de 105 milhões de doses distribuídas a todos os estados do Brasil.  - O país é o quarto que mais vacina no mundo.  . Assinado contrato de transferência de tecnologia para produção nacional da AstraZeneca pela @fiocruz,pt,"[{'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}]",[],[],299,1344,7950,[],[],https://twitter.com/jairbolsonaro/status/1402932907707187206,FALSE,,0,,,,,,,,[],,,,
1402932801587056643,1402932801587056643,2021-06-10 07:16:59 Hora oficial do Brasil,2021-06-10,07:16:59,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"-Pousaram no final da noite de ontem mais 936 mil doses da vacina Covid-19 da Pfizer. ⠀ -Esse é o 2• lote de um total de 2,3 milhões de doses do imunizante que serão entregues ao @minsaude nesta semana.  -São mais de 600 milhões de doses contratadas até então.  . Segue o fio:  https://t.co/i8zGvQyqEp",pt,"[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]",[],['https://pbs.twimg.com/media/E3g38lkXIAMjMpO.jpg'],1339,3868,20888,[],[],https://twitter.com/jairbolsonaro/status/1402932801587056643,FALSE,,1,https://pbs.twimg.com/media/E3g38lkXIAMjMpO.jpg,,,,,,,[],,,,
1402791667397181440,1402791667397181440,2021-06-09 21:56:10 Hora oficial do Brasil,2021-06-09,21:56:10,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Parada não programada. - Terezópolis de Goiás/GO. - 09/junho/2021.  https://t.co/WmIHXNPdri,pt,[],[],[],974,3462,18699,[],[],https://twitter.com/jairbolsonaro/status/1402791667397181440,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1402791330183630849/pu/img/dLKPWCgqzCm2n9g0.jpg,,,,,,,[],,,,
1402780494891192321,1402780494891192321,2021-06-09 21:11:47 Hora oficial do Brasil,2021-06-09,21:11:47,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- SELVA! 🇧🇷  https://t.co/cT9AGjdj5K,in,[],[],['https://pbs.twimg.com/media/E3etbF2XMAApJ-6.jpg'],7047,28231,140314,[],[],https://twitter.com/jairbolsonaro/status/1402780494891192321,FALSE,,1,https://pbs.twimg.com/media/E3etbF2XMAApJ-6.jpg,,,,,,,[],,,,
1402560962255859716,1402560081468796928,2021-06-09 06:39:26 Hora oficial do Brasil,2021-06-09,06:39:26,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Mais informações diariamente em nosso Telegram: “Jair M. Bolsonaro 1”  https://t.co/n3wkMyvYU0,pt,[],[],['https://pbs.twimg.com/media/E3blwmjWUAQWt9Y.jpg'],382,1994,9963,[],[],https://twitter.com/jairbolsonaro/status/1402560962255859716,FALSE,,1,https://pbs.twimg.com/media/E3blwmjWUAQWt9Y.jpg,,,,,,,[],,,,
1402560781108056071,1402560081468796928,2021-06-09 06:38:43 Hora oficial do Brasil,2021-06-09,06:38:43,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- A Fundação Oswaldo Cruz (@fiocruz) vai receber no próximo sábado (12) nova remessa de IFA para fabricação de mais vacinas contra o covid19.  @govbr @tvbrasilgov  https://t.co/akp4v0cQ3w,pt,"[{'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'tvbrasilgov', 'name': 'tv brasilgov', 'id': '18912498'}]",[],[],270,1491,9225,[],[],https://twitter.com/jairbolsonaro/status/1402560781108056071,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1402560731514540034/pu/img/eTSoxzOaat8j6EeG.jpg,,,,,,,[],,,,
1402560453780328449,1402560081468796928,2021-06-09 06:37:25 Hora oficial do Brasil,2021-06-09,06:37:25,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- O @minsaude segue reforçando o SUS no combate ao covid. Ontem, foram autorizados mais 62 leitos de UTI. O Governo do Brasil investiu R$ 3,4 bilhões para garantir o funcionamento de 24 mil leitos de UTI autorizados para o tratamento de pacientes com o vírus.  https://t.co/4Y82ZRqsMO",pt,"[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]",[],['https://pbs.twimg.com/media/E3blTANX0AAiDXe.jpg'],77,752,3006,[],[],https://twitter.com/jairbolsonaro/status/1402560453780328449,FALSE,,1,https://pbs.twimg.com/media/E3blTANX0AAiDXe.jpg,,,,,,,[],,,,
1402560081468796928,1402560081468796928,2021-06-09 06:35:56 Hora oficial do Brasil,2021-06-09,06:35:56,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Mais 527 mil doses da vacina contra o covid da Pfizer chegaram ao Brasil.  - O @govbr contratou 200 milhões de doses da Pfizer até o fim de 2021. Até o momento, mais de 5,9 milhões de doses da Pfizer já foram distribuídas a todos os estados e o DF. @minsaude   Segue o fio:  https://t.co/4rm03HiTvg",pt,"[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]",[],[],1289,4401,22412,[],[],https://twitter.com/jairbolsonaro/status/1402560081468796928,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1402560065849204737/pu/img/aVc_FCItzRe50N3h.jpg,,,,,,,[],,,,
1402423441597341697,1402423441597341697,2021-06-08 21:32:58 Hora oficial do Brasil,2021-06-08,21:32:58,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Depois dos Parecis, Baikiris e Kaiapós, agora os Enawenê Nawê também desejam trabalhar.  - É uma nova realidade onde nossos irmãos mais antigos passam a ser protagonistas de sua própria história.  . Mais informações diárias em nosso Telegram: “Jair M. Bolsonaro 1”  https://t.co/ZhhTvghUjQ",pt,[],[],[],819,5205,24298,[],[],https://twitter.com/jairbolsonaro/status/1402423441597341697,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1402423386488377347/pu/img/Hoa9IAu_GT769Rwv.jpg,,,,,,,[],,,,
1402266867461459971,1402266582265511951,2021-06-08 11:10:48 Hora oficial do Brasil,2021-06-08,11:10:48,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- O Brasil passou a ser o quinto país no mundo e começará a fabricar seu próprio IFA mediante acordo Governo do Brasil, @fiocruz / Aztrazeneca.  - O país é o quarto que mais vacina no mundo!  - Mais informações em muitas postagens anteriores!  @govbr @minsaude",pt,"[{'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]",[],[],521,1991,11028,[],[],https://twitter.com/jairbolsonaro/status/1402266867461459971,FALSE,,0,,,,,,,,[],,,,
1402266582265511951,1402266582265511951,2021-06-08 11:09:40 Hora oficial do Brasil,2021-06-08,11:09:40,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- O Brasil vai receber, antecipadamente, 3 milhões de doses da vacina da Janssen. As remessas estavam previstas para o segundo semestre.  - A nação ultrapassou a marca de 102 milhões de doses de vacinas contra o covid distribuídas. São mais de 600 milhões de doses contratadas.  https://t.co/pj1VPyRdZm",pt,[],[],[],1192,4740,23188,[],[],https://twitter.com/jairbolsonaro/status/1402266582265511951,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1402266526552580106/pu/img/JDxxU6gK9coxn3Mk.jpg,,,,,,,[],,,,
1402203124509691906,1402203124509691906,2021-06-08 06:57:31 Hora oficial do Brasil,2021-06-08,06:57:31,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Todos os estados e DF receberão novos lotes a partir desta segunda (7/6): Mais 2,3 milhões de doses da vacina Pfizer começam a ser distribuídas. @minsaude @mqueiroga2   - Nesta semana também, outra remessa de vacinas AstraZeneca/@fiocruz será enviada para todo o país.  https://t.co/xqBwtbTRZJ",pt,"[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}, {'screen_name': 'mqueiroga2', 'name': 'marcelo queiroga', 'id': '2823869072'}, {'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}]",[],['https://pbs.twimg.com/media/E3WgTwkWQAAYW46.jpg'],1305,4046,21943,[],[],https://twitter.com/jairbolsonaro/status/1402203124509691906,FALSE,,1,https://pbs.twimg.com/media/E3WgTwkWQAAYW46.jpg,,,,,,,[],,,,
1401996788207439874,1401996788207439874,2021-06-07 17:17:36 Hora oficial do Brasil,2021-06-07,17:17:36,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- É mesmo? Quem diria.  https://t.co/8R8DrXGYPw,pt,[],[],['https://pbs.twimg.com/media/E3TkpV1WEAkQsP0.jpg'],3637,10835,53504,[],[],https://twitter.com/jairbolsonaro/status/1401996788207439874,FALSE,,1,https://pbs.twimg.com/media/E3TkpV1WEAkQsP0.jpg,,,,,,,[],,,,
1401884480009347073,1401884480009347073,2021-06-07 09:51:20 Hora oficial do Brasil,2021-06-07,09:51:20,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- A duplicação da BR-163/364/MT, no trecho em Cuiabá, já conta com 95% dos serviços executados.  . Mais detalhes sobre esta e outras obras sendo executadas por todo o país: @MInfraestrutura @tarcisiogdf @DNIToficial @Marceloscf2  https://t.co/sY270IK9Vv",pt,"[{'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}, {'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}, {'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}, {'screen_name': 'marceloscf2', 'name': 'marcelo sampaio', 'id': '1079104732847853568'}]",[],['https://pbs.twimg.com/media/E3R-fxdXMAMjbuJ.jpg'],1204,4609,23342,[],[],https://twitter.com/jairbolsonaro/status/1401884480009347073,FALSE,,1,https://pbs.twimg.com/media/E3R-fxdXMAMjbuJ.jpg,,,,,,,[],,,,
1401838103631962112,1401838103631962112,2021-06-07 06:47:03 Hora oficial do Brasil,2021-06-07,06:47:03,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Nos últimos dias a @CGUonline (Controladoria Geral da União / @WRosarioCGU ), @policiafederal e outros órgãos continuam realizando ações de combate à irregularidades no repasses de recursos da Saúde nos estados!  . São mais de 65 ações nos últimos meses!  https://t.co/Dah9tQdTQ6",pt,"[{'screen_name': 'cguonline', 'name': 'controladoria-geral da união (cgu)', 'id': '242730127'}, {'screen_name': 'wrosariocgu', 'name': 'wagner rosário', 'id': '1088484137302966274'}, {'screen_name': 'policiafederal', 'name': 'polícia federal', 'id': '106714016'}]",[],['https://pbs.twimg.com/media/E3RUUn2X0AEMnuq.jpg'],895,3775,17026,[],[],https://twitter.com/jairbolsonaro/status/1401838103631962112,FALSE,,1,https://pbs.twimg.com/media/E3RUUn2X0AEMnuq.jpg,,,,,,,[],,,,
1401489328744894464,1401489328744894464,2021-06-06 07:41:09 Hora oficial do Brasil,2021-06-06,07:41:09,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- Mais Duas grandes apreensões de cocaína na manhã deste sábado (05) resultaram em um prejuízo de mais de R$ 130 milhões às organizações criminosas.   . 500kg de pasta base de cocaína + cerca de 500kg de cloridrato de cocaína. @PRFBrasil @JusticaGovBR  https://t.co/mfnpShfw9A,pt,"[{'screen_name': 'prfbrasil', 'name': 'prf brasil', 'id': '1208570756'}, {'screen_name': 'justicagovbr', 'name': 'ministério da justiça e segurança pública', 'id': '68810711'}]",[],[],2051,5483,28209,[],[],https://twitter.com/jairbolsonaro/status/1401489328744894464,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1401489251045457926/pu/img/bAOEnS1oA90AdnOE.jpg,,,,,,,[],,,,
1401176248676724739,1401176248676724739,2021-06-05 10:57:04 Hora oficial do Brasil,2021-06-05,10:57:04,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- De 2019 para cá, foram 70 ativos de infraestrutura transferidos para a iniciativa privada. Ferrovias do Brasil renascem, transformando uma matriz de transportes que está a cada dia mais eficiente e equilibrada.  . @MInfraestrutura @tarcisiogdf  https://t.co/FM7W7pt2Gn",pt,"[{'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}, {'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}]",[],[],1440,4681,20744,[],[],https://twitter.com/jairbolsonaro/status/1401176248676724739,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1401176204112240644/pu/img/QdaY0MuydvpOmzL4.jpg,,,,,,,[],,,,
1401110262300676098,1401110075813543937,2021-06-05 06:34:52 Hora oficial do Brasil,2021-06-05,06:34:52,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,https://t.co/io2gBQzaP6,und,[],[],['https://pbs.twimg.com/media/E3G-W0fXwAoFXAX.jpg'],619,3015,14632,[],[],https://twitter.com/jairbolsonaro/status/1401110262300676098,FALSE,,1,https://pbs.twimg.com/media/E3G-W0fXwAoFXAX.jpg,,,,,,,[],,,,
1401110075813543937,1401110075813543937,2021-06-05 06:34:08 Hora oficial do Brasil,2021-06-05,06:34:08,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Nesta última sexta-feira (4/6), a @fiocruz alcançou a marca de 50,9 milhões de vacinas contra o covid entregues ao Programa Nacional de Imunizações com a liberação de mais 3,3 milhões de doses do imunizante.  https://t.co/zfiNn8YDWA",pt,"[{'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}]",[],[],1141,4695,23646,[],[],https://twitter.com/jairbolsonaro/status/1401110075813543937,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1401110015151423488/pu/img/ikX47vIeudE4SNyt.jpg,,,,,,,[],,,,
1400958757660659714,1400958626521665541,2021-06-04 20:32:51 Hora oficial do Brasil,2021-06-04,20:32:51,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Destacamos também as parcerias entre Brasil e Rússia, pois trabalhamos para potencializar nossas exportações de alimentos de qualidade para o mercado russo e outros países. Nossas economias estão inseridas de forma positiva na cadeia de valor do agronegócio.",pt,[],[],[],305,2016,12042,[],[],https://twitter.com/jairbolsonaro/status/1400958757660659714,FALSE,,0,,,,,,,,[],,,,
1400958730334883847,1400958626521665541,2021-06-04 20:32:44 Hora oficial do Brasil,2021-06-04,20:32:44,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,- A agricultura brasileira atende aos mais altos requisitos sanitários e de sustentabilidade. Apenas 27% de nosso território é utilizado pelo agronegócio. Temos orgulho de conservar 84% de nosso bioma amazônico e 66% de nossa vegetação nativa.,pt,[],[],[],263,2162,12948,[],[],https://twitter.com/jairbolsonaro/status/1400958730334883847,FALSE,,0,,,,,,,,[],,,,
1400958678757478400,1400958626521665541,2021-06-04 20:32:32 Hora oficial do Brasil,2021-06-04,20:32:32,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Mesmo em um contexto de crise mundial, continuamos a garantir a segurança alimentar de um sexto da população mundial ressaltando também a importância ambiental do nosso país:",pt,[],[],[],148,1507,7666,[],[],https://twitter.com/jairbolsonaro/status/1400958678757478400,FALSE,,0,,,,,,,,[],,,,
1400958626521665541,1400958626521665541,2021-06-04 20:32:19 Hora oficial do Brasil,2021-06-04,20:32:19,-300,128372940,jairbolsonaro,Jair M. Bolsonaro,,"- Hoje, no 24° Fórum Econômico Internacional de São Petersburgo, ressaltamos, entre outros pontos, a importância do Brasil para o mundo. E nos próximos anos, o Brasil deve consolidar-se como o maior produtor mundial de alimentos. (Segue)  https://t.co/x3eRHF2Jn9",pt,[],[],['https://pbs.twimg.com/media/E3E0ceSXMAISSfn.jpg'],1480,5799,29139,[],[],https://twitter.com/jairbolsonaro/status/1400958626521665541,FALSE,,1,https://pbs.twimg.com/media/E3E0ceSXMAISSfn.jpg,,,,,,,[],,,,
